country_txt,iyear,provstate
United Kingdom,1972,Northern Ireland
United Kingdom,1972,Northern Ireland
United Kingdom,1972,Northern Ireland
United States,1972,New York
United States,1972,New York
United Kingdom,1972,Northern Ireland
United Kingdom,1972,Northern Ireland
United Kingdom,1972,Northern Ireland
United Kingdom,1972,Northern Ireland
United States,1972,New York
United States,1972,New York
United States,1972,New York
United Kingdom,1972,Northern Ireland
United Kingdom,1972,Northern Ireland
United Kingdom,1972,Northern Ireland
Philippines,1972,Pampanga
United Kingdom,1972,Northern Ireland
United Kingdom,1972,Northern Ireland
United Kingdom,1972,Northern Ireland
United Kingdom,1972,Northern Ireland
United Kingdom,1972,Northern Ireland
United Kingdom,1972,Northern Ireland
United Kingdom,1972,Northern Ireland
United Kingdom,1972,Northern Ireland
United Kingdom,1972,Northern Ireland
United Kingdom,1972,Northern Ireland
United Kingdom,1972,Northern Ireland
Spain,1972,Biscay
France,1972,Paris
United Kingdom,1972,Northern Ireland
United Kingdom,1972,Northern Ireland
United Kingdom,1972,Northern Ireland
United Kingdom,1972,Northern Ireland
United Kingdom,1972,Northern Ireland
United Kingdom,1972,Northern Ireland
United Kingdom,1972,Northern Ireland
United Kingdom,1972,Northern Ireland
United Kingdom,1972,Northern Ireland
United States,1972,California
United Kingdom,1972,Northern Ireland
United Kingdom,1972,Northern Ireland
United Kingdom,1972,England
United Kingdom,1972,England
United Kingdom,1972,England
United Kingdom,1972,England
United Kingdom,1972,England
United Kingdom,1972,England
United Kingdom,1972,England
United Kingdom,1972,England
France,1972,Ile-de-France
France,1972,Ile-de-France
United Kingdom,1972,Northern Ireland
United Kingdom,1972,Northern Ireland
United States,1972,New York
United States,1972,New York
United States,1972,New York
United Kingdom,1972,Northern Ireland
United Kingdom,1972,Northern Ireland
United Kingdom,1972,Northern Ireland
United Kingdom,1972,Northern Ireland
United Kingdom,1972,Northern Ireland
United Kingdom,1972,Northern Ireland
United Kingdom,1972,Northern Ireland
United Kingdom,1972,Northern Ireland
United Kingdom,1972,Northern Ireland
United Kingdom,1972,Northern Ireland
United States,1972,New York
United Kingdom,1972,Northern Ireland
United Kingdom,1972,Northern Ireland
United Kingdom,1972,Northern Ireland
United Kingdom,1972,Northern Ireland
United Kingdom,1972,Northern Ireland
United Kingdom,1972,Northern Ireland
United Kingdom,1972,Northern Ireland
France,1972,Paris
United Kingdom,1972,Northern Ireland
United Kingdom,1972,Northern Ireland
United Kingdom,1972,Northern Ireland
United Kingdom,1972,Northern Ireland
Algeria,1972,Algiers
United Kingdom,1972,Northern Ireland
United Kingdom,1972,Northern Ireland
United States,1972,California
United States,1972,New York
United Kingdom,1972,Northern Ireland
France,1972,Paris
United States,1972,New York
United Kingdom,1972,Northern Ireland
United Kingdom,1972,Northern Ireland
United Kingdom,1972,Northern Ireland
United Kingdom,1972,Northern Ireland
United Kingdom,1972,Northern Ireland
Turkey,1972,Istanbul
United Kingdom,1972,Northern Ireland
United Kingdom,1972,Northern Ireland
United States,1972,Virginia
United States,1972,Texas
United Kingdom,1972,Northern Ireland
United Kingdom,1972,Northern Ireland
United Kingdom,1972,Northern Ireland
United Kingdom,1972,Northern Ireland
United Kingdom,1972,Northern Ireland
United Kingdom,1972,Northern Ireland
United Kingdom,1972,England
Spain,1972,Zaragoza
El Salvador,1972,San Salvador
United Kingdom,1972,Northern Ireland
United Kingdom,1972,Northern Ireland
United Kingdom,1972,Northern Ireland
France,1972,Paris
United Kingdom,1972,Northern Ireland
United Kingdom,1972,Northern Ireland
El Salvador,1972,San Salvador
United Kingdom,1972,Northern Ireland
United Kingdom,1972,Northern Ireland
United Kingdom,1972,Northern Ireland
United Kingdom,1972,Northern Ireland
United Kingdom,1972,Northern Ireland
United Kingdom,1972,Northern Ireland
United Kingdom,1972,Northern Ireland
United Kingdom,1972,Northern Ireland
Spain,1972,Barcelona
United Kingdom,1972,Northern Ireland
United Kingdom,1972,Northern Ireland
United Kingdom,1972,Northern Ireland
Colombia,1972,Antioquia
United States,1972,New York
United Kingdom,1972,Northern Ireland
United Kingdom,1972,Northern Ireland
United Kingdom,1972,Northern Ireland
United Kingdom,1972,Northern Ireland
United Kingdom,1972,Northern Ireland
United Kingdom,1972,Northern Ireland
United Kingdom,1972,Northern Ireland
United Kingdom,1972,Northern Ireland
United Kingdom,1972,Northern Ireland
United Kingdom,1972,Northern Ireland
United Kingdom,1972,Northern Ireland
United States,1972,New York
United States,1972,Florida
United Kingdom,1972,Northern Ireland
United Kingdom,1972,Northern Ireland
United Kingdom,1972,Northern Ireland
United Kingdom,1972,Northern Ireland
United Kingdom,1972,Northern Ireland
United Kingdom,1972,Northern Ireland
United Kingdom,1972,Northern Ireland
United Kingdom,1972,Northern Ireland
United Kingdom,1972,Northern Ireland
United Kingdom,1972,Northern Ireland
United Kingdom,1972,Northern Ireland
United Kingdom,1972,Northern Ireland
United Kingdom,1972,Northern Ireland
France,1972,Paris
United States,1972,New York
United States,1972,New York
United States,1972,New York
United Kingdom,1972,Northern Ireland
Thailand,1972,Bangkok
United States,1972,New York
Spain,1972,Barcelona
United Kingdom,1972,Northern Ireland
United States,1972,Louisiana
United Kingdom,1973,Northern Ireland
United States,1973,New York
United Kingdom,1973,Northern Ireland
United Kingdom,1973,Northern Ireland
Colombia,1973,Cordoba
United States,1973,Louisiana
Colombia,1973,Antioquia
France,1973,Paris
United Kingdom,1973,Northern Ireland
United Kingdom,1973,Northern Ireland
Spain,1973,Navarre
United Kingdom,1973,Northern Ireland
United States,1973,District of Columbia
United States,1973,Colorado
Spain,1973,Barcelona
United States,1973,Illinois
United States,1973,New York
Spain,1973,Madrid
United States,1973,California
Spain,1973,Barcelona
United States,1973,New York
France,1973,Paris
United Kingdom,1973,Northern Ireland
United Kingdom,1973,Northern Ireland
United Kingdom,1973,Northern Ireland
United Kingdom,1973,Northern Ireland
United Kingdom,1973,Northern Ireland
United Kingdom,1973,Northern Ireland
United Kingdom,1973,Northern Ireland
United Kingdom,1973,Northern Ireland
United Kingdom,1973,Northern Ireland
United Kingdom,1973,Northern Ireland
United Kingdom,1973,Northern Ireland
United Kingdom,1973,Northern Ireland
United Kingdom,1973,Northern Ireland
United Kingdom,1973,Northern Ireland
United Kingdom,1973,Northern Ireland
United Kingdom,1973,Northern Ireland
United Kingdom,1973,Northern Ireland
United Kingdom,1973,Northern Ireland
United Kingdom,1973,Northern Ireland
United Kingdom,1973,Northern Ireland
United States,1973,New York
United Kingdom,1973,Northern Ireland
United Kingdom,1973,Northern Ireland
United States,1973,New York
United Kingdom,1973,Northern Ireland
United Kingdom,1973,Northern Ireland
United Kingdom,1973,Northern Ireland
Spain,1973,Gipuzcoa
United Kingdom,1973,England
United Kingdom,1973,Northern Ireland
United Kingdom,1973,Northern Ireland
United Kingdom,1973,Northern Ireland
United Kingdom,1973,Northern Ireland
United Kingdom,1973,Northern Ireland
United States,1973,South Dakota
United Kingdom,1973,Northern Ireland
United Kingdom,1973,Northern Ireland
United Kingdom,1973,Northern Ireland
Spain,1973,Barcelona
United Kingdom,1973,Northern Ireland
United Kingdom,1973,Northern Ireland
United Kingdom,1973,Northern Ireland
United Kingdom,1973,Northern Ireland
United States,1973,New York
United States,1973,New York
United States,1973,New York
United States,1973,New York
United Kingdom,1973,Northern Ireland
United Kingdom,1973,Northern Ireland
United Kingdom,1973,England
United Kingdom,1973,Northern Ireland
United Kingdom,1973,Northern Ireland
United Kingdom,1973,Northern Ireland
United States,1973,Puerto Rico
United Kingdom,1973,Northern Ireland
France,1973,Paris
France,1973,Paris
United Kingdom,1973,Northern Ireland
United Kingdom,1973,Northern Ireland
United Kingdom,1973,Northern Ireland
United Kingdom,1973,Northern Ireland
United Kingdom,1973,Northern Ireland
United Kingdom,1973,Northern Ireland
United Kingdom,1973,Northern Ireland
United Kingdom,1973,Northern Ireland
United Kingdom,1973,Northern Ireland
United States,1973,New York
United States,1973,New York
United States,1973,New Jersey
United Kingdom,1973,Northern Ireland
United Kingdom,1973,Northern Ireland
France,1973,Paris
France,1973,Paris
United Kingdom,1973,Northern Ireland
United States,1973,New York
United Kingdom,1973,Northern Ireland
United Kingdom,1973,Northern Ireland
United Kingdom,1973,Northern Ireland
United States,1973,District of Columbia
United Kingdom,1973,Northern Ireland
United States,1973,Puerto Rico
United States,1973,Puerto Rico
United Kingdom,1973,Northern Ireland
United Kingdom,1973,Northern Ireland
El Salvador,1973,San Salvador
United Kingdom,1973,Northern Ireland
Spain,1973,Madrid
Afghanistan,1973,Kabul
United States,1973,New York
Spain,1973,Barcelona
Spain,1973,Barcelona
United Kingdom,1973,Northern Ireland
United Kingdom,1973,Northern Ireland
